id_fundo,fundo,cnpj,ticker,data_informacao,total_cotistas,patrimonio_liquido,data_pregao,preco_fechamento,volume_negociado
387,KINEA CREDITAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,42502802000140,KCRE13,2023-03-01,6238.0,357420822.53,,,
388,CVPAR CRI FII,38294329000185,CVPR14,2023-03-31,1.0,13632182.0,,,
389,LESTE FIAGRO - IMOBILIÁRIO,42592476000109,LSAG13,2023-03-31,758.0,81084055.34,,,
390,PRAIA DO CASTELO FUNDO DE INVESTIMENTO IMOBILIÁRIO,24514406000150,PCAS11,2023-03-31,50.0,574868108.97,,,
391,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CARTEIRA IMOBILIÁRIA,42066916000194,CXCI11,2023-03-01,5460.0,181772975.15,2023-04-27,74.01,8593.0
392,WHG REAL ESTATE FII FII,41256643000188,WHGR13,2023-03-01,5199.0,250494033.03,,,
393,RBR PREMIUM RECEBÍVEIS IMOB FUNDO INVESTIMENTO IMOBILIÁRIO,42502842000191,RPRI11,2023-03-01,2745.0,227798531.21,2023-04-27,94.0,1713.0
394,VECTIS DATAGRO CRÉD AGRONEGÓCIO FI NAS CADEIAS PROD AGRO IMO,42502827000143,VCRA14,2023-03-01,4781.0,471342320.2,,,
395,ITAÚ ASSET RURAL FIAGRO - IMOBILIÁRIO,42479593000160,RURA11,2023-03-01,20927.0,982155461.43,2023-04-27,10.18,71457.0
396,FIAGRO DEVANT,42888360000111,DCRA11,2023-03-31,12357.0,64824372.42,2023-04-27,8.75,10411.0
397,EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,31469385000164,ERPA11,2023-03-01,337.0,68696850.38,2023-04-27,121.0,0.0
398,FII ECOAGRO I - FIAGRO,41224330000148,EGAF11,2023-03-31,3204.0,109963969.81,2023-04-27,100.3,8615.0
399,FII BLUE RECEBÍV,38051307000194,BLUR11,2023-03-31,97.0,9082140.69,2023-04-27,101.0,0.0
400,VIC DESENVOLVIMENTO 20/21 FII,32527552000149,VIDS13,2023-03-31,1493.0,73818304.4,,,
401,SÃO FRANCISCO 34 FUNDO DE INVESTIMENTO IMOBILIÁRIO,32065718000152,SFRO13,2022-03-01,20.0,5191438.53,,,
402,FRONTEIRA FII,41251077000111,FRHY11,2023-03-31,7.0,12436330.03,,,
403,FII LIFE CAPITAL PARTNERS,39753295000102,LIFE11,2023-03-31,1071.0,174045688.47,2023-04-27,9.95,23295.0
404,BASÍLICA PARTNERS LED CORPORATE FII,28267555000113,BPLC11,2023-03-31,114.0,315382437.54,,,
405,MULTI PROPERTIES FII,22957521000174,PRTS11,2022-04-29,11.0,3111607.44,,,
406,VINCI CREDIT SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO,41081374000166,VCRI11,2023-03-01,7313.0,169361599.69,2023-04-27,7.72,99542.0
407,FUNDO DE INVEST. IMOB. HOSPITAL UNIMED CAMPINA GRANDE,39347413000182,HUCG11,2023-03-01,225.0,114378149.99,2023-04-27,67.53,0.0
408,OURINVEST INNOVATION FIAGRO IMOBILIARIO,41218352000103,OIAG11,2023-03-31,5687.0,88385713.15,2023-04-27,9.56,42949.0
409,FII DEVANT PROPE,42922127000108,DPRO14,2023-03-31,141.0,36044361.33,,,
410,SFI INVESTIMENTOS DO AGRONEGÓCIO – FIAGRO-IMOBILIÁRIO,44286898000181,IAGR13,2023-03-31,191.0,25962051.89,,,
411,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FII,31161410000148,RBIR11,2023-03-01,1429.0,143718699.72,2023-04-27,68.51,17.0
412,HIGH FIAGRO IMOBILIARIO,40343867000164,HGAG11,2023-03-31,628.0,5880086.46,2023-04-27,37.8,800.0
413,FII MANATÍ,42888583000189,MANA11,2023-03-31,2343.0,189138252.65,2023-04-27,9.4,6700.0
414,FUNDO DE INVESTIMENTO EXES ARAGUAIA FIAGRO IMOBILIARIO,43951911000107,AGRX14,2023-03-01,3148.0,66268568.65,,,
415,COOPBENS FUNDO DE INVESTIMENTO IMOBILIÁRIO,37532662000112,CBEN11,2023-03-01,1.0,27195210.01,,,
416,MOGNO RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO,41320997000144,MGRI11,2023-03-31,1.0,24134666.81,,,
417,CANUMA CAPITAL FII,43010844000126,CCME14,2023-03-31,76.0,251390266.28,,,
418,FII ROOFTOP I,38456598000109,ROOF11,2023-03-31,75.0,50769681.86,2023-04-27,759.99,0.0
419,CAPITANIA FIAGRO,42537579000176,CPTR11,2023-03-31,14109.0,409611194.11,2023-04-27,94.4,13340.0
420,SH SPECIAL OPPS FUNDO DE INVESTIMENTO IMOBILIÁRIO,44527168000125,SHSO11,2023-03-01,1.0,18911082.36,,,
421,HUSI FUNDO DE INVESTIMENTO IMOBILIARIO,30017492000199,HUSI11,2023-03-31,86.0,129242661.19,2023-04-27,1137.6099,0.0
422,ALIANZA URBAN FII,41076823000188,AURB11,2023-03-31,5.0,78262245.41,,,
423,MERITO RECEBIVEIS IMOBILIARIOS FII,45403337000188,MFCR11,2023-03-01,97.0,10472382.42,2023-04-27,103.5,3.0
424,PLURAL BRB CRÉDITO AGRO – FIAGRO – IMOBILIÁRIO,41272747000186,PLCA11,2023-03-31,1524.0,53023094.66,2023-04-27,84.0,359.0
425,JASC RENDA VAREJO ESSENCIAL FUNDO DE INVEST. IMOBILIÁRIO,40886241000102,JASC11,2023-03-01,69.0,191188916.28,2023-04-27,100.0,0.0
426,SPX SYN MULTI FII,43010543000100,SPXS11,2023-03-31,2038.0,117811967.95,2023-04-27,81.09,7279.0
427,SUNO AGRO FIAGRO IMOBILIARIO - SUNO AGRO FII,28152777000190,SNAG11,2023-03-31,37061.0,301813119.15,2023-04-27,100.6,6657.0
428,FUNDO DE INVESTIMENTO IMOBILIÁRIO PATEO MOINHOS DE VENTO,01636325000128,PMOV11,2023-03-01,4.0,282411387.68,,,
429,FII ZAVIT REAL ESTATE FUND,40575940000123,ZAVI11,2023-03-31,172.0,117947263.54,2023-04-27,126.0,0.0
430,WARREN SECURITIES FII,43440579000116,WSEC11,2023-02-28,8.0,24778825.55,2023-04-27,90.25,280.0
432,V2EDIFICIOS CORP FII,15006267000163,XTED11,2023-03-31,3805.0,68692542.44,2023-04-27,8.82,0.0
433,FII MULTI SHOPPINGS,22459737000100,SHOP11,2023-03-31,29.0,71420554.61,,,
434,VINCI VIFI 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,45338526000114,VLIQ11,2022-11-01,309.0,1684672.21,,,
435,FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL IV,09150967000124,OPTM11,2023-03-31,63.0,9946642.87,,,
436,RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,13568181000107,,2023-03-31,1.0,1789146.85,,,
437,SHOPP CIDADE JD FII,15447110000173,ALVS11,2023-03-31,1.0,803108055.25,,,
438,FII SHOPPING LIGHT,17308805000108,,2023-03-31,1.0,39602095.96,,,
439,MAIS SHOPPING FII,17568605000186,SHPG11,2023-03-31,1.0,364545366.99,,,
440,FII MORUMBI TOWN I,19628741000140,TWNI11,2023-03-31,1.0,10470466.71,,,
441,TOP CENTER FII,23768027000124,,2023-03-31,1.0,505232600.46,,,
442,JK TOWN FII,23768932000184,JKWN11,2017-10-31,1.0,249245809.64,,,
443,CTBH FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,19442626000186,CTBH11,2022-11-01,1.0,2913809.12,,,
444,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII,17854016000164,FIVN11,2023-03-01,3928.0,72302402.2,,,
445,SB FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO,17198500000182,SBFI11,2023-03-01,1.0,255766121.18,,,
446,CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,12989974000129,PMRV11,2023-03-01,1.0,723438414.8,,,
447,SHOPPING IPIRANGA FII,18929094000143,IPIR11,2018-09-01,3.0,87279837.25,,,
448,CICA JUNDIAÍ - FUNDO DE INVESTIMENTO IMOBILIÁRIO,13920018000153,,2023-03-01,25.0,116879013.81,,,
449,DERRY UNIVERSAL FUNDO DE INVESTIMENTO IMOBILIARIO  FII,16543264000121,DERR11,2017-12-01,1.0,2310871.0,,,
450,FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,12927767000140,RPOR11,2023-03-01,2.0,204584724.97,,,
451,G5 JOMAFIL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,22340978000135,G5JF11,2023-03-31,3.0,313435001.45,,,
452,SONDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,13726079000184,FNDA11,2023-03-31,2.0,627220946.89,,,
453,FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,04782236000188,,2023-03-01,2.0,701080906.04,,,
454,SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,19131224000160,,2023-03-01,1.0,32731630.83,,,
455,NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,23179381000113,,2023-03-01,1.0,25365101.12,,,
456,FUNDO DE INVESTIMENTO IMOBILIÁRIO PENÍNSULA,07583627000161,,2023-03-31,1.0,3319746537.84,,,
457,FII PANAMBY,00613094000174,PABY11,2019-11-01,389.0,190327786.45,,,
458,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,10348185000183,VBRE11,2020-01-01,477.0,628167661.7,,,
459,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES IV,20265434000120,VTSC11,2020-07-01,444.0,914981141.81,,,
460,CHALLENGER FUNDO DE INVESTIMENTO IMOBILIARIO FII,18950957000164,CHLL11,2023-03-31,1.0,1440406225.61,,,
461,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CONVIDA SUAPE,22211522000175,CXSP11,2023-03-01,1.0,76167940.65,,,
462,ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,18259637000162,ETPP11,2023-03-31,8.0,26273819.83,,,
463,FII JIVE,17198404000134,,2021-12-31,1.0,7704.69,,,
464,FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,17035124000105,,2023-03-31,1.0,584128.67,,,
465,FUNDO DE INVESTIMENTO IMOBILIÁRIO GRE PREMIUM PROPERTIES,17489157000125,,2016-11-01,19.0,5424660.14,,,
466,FII HIERON BERLIM,20265467000170,VTBL11,2023-03-31,50.0,34695368.13,,,
467,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM MASTER,23177717000109,VMMT11,2017-06-01,2.0,201457591.83,,,
468,TERRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,13320290000100,,2023-03-01,1.0,181042646.5,,,
469,VOTORANTIM CARDIO PULMONAR FUNDO DE INVE,14786587000110,,2019-04-01,6.0,163327567.79,,,
470,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LCI BANKS,19805989000139,FBKS11,2018-07-01,2.0,193812143.2,,,
471,FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC,23120098000116,LECR11,2023-03-31,50.0,563467194.79,,,
472,PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,21500514000186,VTVI11,2023-03-31,1.0,64187857.23,,,
473,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL XII,23740552000131,VTXI11,2023-03-31,2.0,1153391.84,,,
474,FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES,01964775000140,GEOG11,2023-03-01,6.0,1231181.51,,,
475,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM QUATRO BARRAS,23740575000146,VQTR11,2018-07-01,4.0,51106972.31,,,
476,FII FL 3.500 I - FII,19239245000102,FFLI11,2023-03-31,1.0,1224224434.54,,,
477,VANQUISH FUNDO DE INVESTIMENTO IMOBILIÁRO - FII,17655122000119,,2023-03-31,1.0,162281119.37,,,
478,FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE,14609653000187,JCAT11,2023-03-31,26.0,56115518.8,,,
479,FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BE,17211882000137,JHCT11,2022-08-31,3.0,12441552.94,,,
480,OURO PRETO TRADE INVEST RENDA IMOBILIÁRIA I FUNDO DE INVESTI,19390726000106,,2018-07-01,1.0,9680.47,,,
481,EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,12358507000109,EXTU11,2023-03-31,56.0,945164852.87,,,
482,FUNDO DE INVESTIMENTO IMOBILIARIO - FII ESMERALDA,14788476000143,,2017-12-01,1.0,197457.84,,,
483,FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE II - FII,18497672000110,,2023-03-01,5.0,4092289.4,,,
484,REAL MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,11233841000165,,2023-03-01,1.0,358975533.48,,,
485,TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,11701400000140,,2021-10-01,7.0,24889913.14,,,
486,CIBRASEC CRÉDITO IMOBILIÁRIO - FII,13464208000103,,2022-01-01,69.0,294099.39,,,
487,LA DEFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,19249956000150,ICTU11,2023-03-01,53.0,14698496.06,,,
488,ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII,14365190000155,SRII11,2023-03-01,1.0,181518757.87,,,
489,IZAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,22646161000190,,2023-03-01,5.0,277912477.66,,,
490,FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE - FII,14665312000129,,2020-05-01,5.0,7736555.21,,,
491,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,03855441000163,,2023-03-01,2.0,74052990.46,,,
492,FII NORTHWEST,23781211000104,,2023-03-31,1.0,2284566814.3,,,
493,FUNDO DE INVESTIMENTO IMOBILILIÁRIO BR HOTÉIS,15461076000191,BRHT11,2023-03-01,11.0,141782155.64,,,
494,FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,08417532000130,,2023-03-01,2.0,336522371.46,,,
495,LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO,01356517000180,,2023-03-01,6.0,164887611.37,,,
496,SALUS I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,13012312000167,,2023-03-31,1.0,90495.74,,,
497,SALUS II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,17331883000115,,2023-03-31,1.0,101479777.16,,,
498,FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,00868235000108,HERM11,2023-03-01,7.0,108528556.53,,,
499,FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,01601918000159,FTLZ11,2023-03-01,1.0,72275496.52,,,
500,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,02508235000114,LGVT11,2023-03-01,5.0,118184435.31,,,
501,FII GOLDEN WEST,26191053000120,00DX11,2023-03-31,1.0,52119423.52,,,
502,JPP FII,11268335000101,JPPD11,2023-03-31,1.0,183533291.36,,,
503,PETROS FUNDO DE INVESTIMENTO IMOBILIARIO FII,18330535000196,RBCA11,2023-03-31,1.0,222005798.16,,,
504,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL V,21500481000174,VTPA11,2023-03-31,1.0,65508486.05,,,
505,FII CAIXA INCORPORAÇÃO,12969125000103,INCP11,2023-03-31,1.0,240268770.57,,,
506,FII BTG PACTUAL MALLS,12324242000110,,,,,,,
507,FII BTG PACTUAL SHOPPINGS,17232973000159,,,,,,,
508,FII GALWAN UP ASSET - HOTEIS PEPE,22621495000109,,,,,,,
509,FII VENTURA II A,12093377000111,VTUD11,,,,,,
510,FII CJ,23582914000103,CJFI11,2023-03-31,1.0,137078775.67,,,
511,TC JVF FUNDO DE INVESTIMENTOS IMOBILIARIOS – FII,22104821000100,,2021-03-31,1.0,5339177.77,,,
512,REAG RIACHO  IMOBILIARIO - FII,18836451000129,,2020-10-01,3.0,22780619.2,,,
513,CEDRO PROPERTIES FII,20118507000151,,2023-03-31,1.0,74991137.59,,,
514,PESCARA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,17655102000148,,2023-03-01,1.0,73074216.13,,,
515,VGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,19267845000176,DUTR11,2023-03-01,1.0,114913682.09,,,
516,YAGO FUNDO DE INVESTIMENTO IMOBILIÁRIO,18265829000181,,2017-08-01,1.0,19295.44,,,
517,GOODMAN PATRIMONIAL I FUNDO DE INVESTIMENTO IMOBILIÁRIO,18929051000168,,2020-07-31,1.0,4912992.49,,,
518,TARANTO FUNDO DE INVESTIMENTO IMOBILIÁRIO,18874954000199,,,,,,,
519,FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII,23533796000143,,2023-03-31,2.0,388107803.35,,,
520,QUORUM HASTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,18570740000129,HAST11,2020-09-30,12.0,4000948.8,,,
521,FUNDO DE INVESTIMENTO IMOBILIARIO JK E - FII,23532837000187,,2023-03-31,2.0,522836460.59,,,
522,FII MV9,23537203000117,MVFI11,2023-03-31,1.0,118040879.48,,,
523,FUNDO DE INVESTIMENTO IMOBILIARIO SF - FII,23538112000104,,2023-03-31,1.0,31979553.41,,,
524,LA SHOPPING II CENTERS FUNDO DE INVESTIEMNTO IMOBILIARIO,20717355000103,RFII11,2023-03-01,1.0,55805915.43,,,
525,FUNDO DE INVESTIMENTO IMOBILIARIO TM - FII,23570871000146,,2023-03-31,1.0,446954377.94,,,
526,PSG FUNDO DE INVESTIMENTO IMOBILIÁRIO,13125823000195,,2023-03-01,1.0,1030797.41,,,
527,5R RB CAPITAL SHOPPING CENTERS 2 FII,21398200000114,,2022-11-01,9.0,408869748.22,,,
528,CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,18874965000179,****11,2023-03-31,53.0,183512330.05,,,
529,BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,18929353000136,,2023-03-01,3.0,34523384.69,,,
530,CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO VLT - FII,15254249000109,VLTV11,2023-03-01,2.0,72509998.07,,,
531,BRL LAJES CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,19026454000160,,2023-03-01,1.0,156575617.7,,,
532,TAG ALIANZA BTS FUNDO DE INVESTIMENTO IMOBILIÁRIO,18579302000121,,2019-06-28,7.0,43729471.95,,,
533,SAFIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,17655115000117,,2023-03-01,2.0,241710902.65,,,
534,TC ALMAVI FII,22103617000175,028K11,2023-03-31,3.0,3762748.74,,,
535,IPS PB FUNDO DE INVESTIMENTO IMOBILIÁRIO,21917235000112,,2023-03-01,1.0,269046284.44,,,
536,SANTO EMILIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO,22684264000144,,2018-04-30,1.0,64575754.78,,,
537,PRIME 16 -FUNDO DE INVESTIMENTO IMOBILIÁRIO,23964908000110,00KG11,2023-03-31,1.0,110105592.32,,,
538,FII XPCE RE,24853060000115,XPCE11,2023-03-31,2.0,18768239.42,,,
539,FUNDO DE INVESTIMENTO IMOBILIÁRIO CONTAGEM BTS - FII,23120006000106,,2023-03-31,28.0,42114285.29,,,
540,FII AMETISTA,14788458000161,AMSA11,2022-09-30,1.0,2278581.43,,,
541,FII PROPERTY INVEST,09276964000131,PRPY11,2023-03-01,1.0,363155659.03,,,
542,FII RODOBENS,07352632000163,RDBS11,2019-09-30,1.0,17537614.07,,,
543,PRIME P FII,10427246000106,PMEP11,2023-03-31,1.0,526743064.92,,,
544,FII MEILI,20787427000199,FMLI11,2022-05-31,1.0,10010647.59,,,
545,ATRIUM FII,12401858000147,ATRN11,2023-03-31,1.0,211322431.11,,,
546,SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,12323955000169,FSBI11,2023-03-01,1.0,58929308.48,,,
547,FII PREMIER REALTY,08610522000117,PRMR11,2017-11-01,1.0,3306.78,,,
548,FII MIKEONE,20003001000105,MKEN11,2021-04-30,1.0,6251585.64,,,
549,FII ESTOQUE RESIDENCIAL,22888670000129,ESQR11,2018-10-31,1.0,1044691.35,,,
550,FII BRPR68 DESENVOLVIMENTO II,12323987000164,FIID11,2018-12-31,1.0,5818934.91,,,
551,BRISA RENDA IMOB FII,20680775000162,BRRI11,2023-03-31,1.0,1805199086.71,,,
552,TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,11326746000106,,2023-03-01,1.0,353730356.95,,,
553,SUCCESS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,15348117000138,,2023-03-01,3.0,59322922.72,,,
554,FUNDO DE INVESTIMENTO IMOBILIÁRIO HANNOVER  FII,22307030000188,,,,,,,
555,OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO,12811222000173,,2023-03-01,1.0,43404875.72,,,
556,TREVISO FUNDO DE INVESTIMENTO IMOBILIÁRI,13703596000138,TREV11,2023-03-31,1.0,2005552.02,,,
557,ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,14149745000121,,2023-03-01,2.0,761077365.51,,,
558,AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,14069202000102,ARFI11,2022-06-01,28.0,74329618.05,,,
559,AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,13555918000149,AQLL11,2023-03-01,56.0,144111392.5,,,
560,BRAZIL REALTY FUNDO DE INVESTIMENTO FII,14074706000102,BZLI11,2023-03-01,18.0,448330841.12,,,
561,FIRENZE FUNDO DE INVESTIMENTO IMOBILIARIO,14074721000150,,2021-12-31,2.0,45305378.66,,,
562,CIX CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,26132504000159,,2017-11-01,27.0,7768032.76,,,
563,PLATINUM FUNDO DE INVESTIMENTO IMOBILIÁRIO,20118492000121,,2023-03-01,53.0,409440797.02,,,
564,ALZ I FUNDO DE INVESTIMENTO IMOBILIARIO,23381427000182,,2018-02-28,3.0,6601639.86,,,
565,TC EMPRO FUNDO DE INVESTIMENTO IMOBILIÁRIO,22044621000100,045B11,2020-09-30,1.0,14342607.45,,,
566,FII TRIPLE A ORDINARIA,23426470000117,,2023-03-31,2.0,340940503.84,,,
567,CLARITAS LOGÍSTICA I - FI IMOBILIÁRIO,97521194000102,CLOG11,2022-12-30,41.0,11067177.27,,,
568,CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,15862591000183,,2020-10-30,1.0,155097461.4,,,
569,FUNDO DE INVESTIMENTO IMOBILIARIO INHAUMA,15463207000170,,2023-03-01,2.0,191445157.37,,,
570,GOLDEN FII,17282011000104,GLDN11,2023-03-31,1.0,314394379.48,,,
571,BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO,21044600000121,BPG111,2023-03-31,1.0,550106872.71,,,
572,VRE DESENVOLVIMENTO III FUNDO DE INVESTIMENTO IMOBILIÁRIO,21826249000120,FVRE11,2023-03-01,151.0,36391255.66,,,
573,DIAMANTE FUNDO DE INVESTIMENTO IMOBILIÁRIO,26642727000166,DAMT11B,2023-03-31,577.0,96430158.5,2023-04-27,14.8,232.0
574,VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,16924913000134,VREF11,2023-03-31,56.0,9117015.37,,,
575,PACALU FUNDO DE INVESTIMENTO IMOBILIÁRIO,14465810000128,,2021-01-29,2.0,113418851.97,,,
576,6,13000836000138,,2023-03-31,29.0,93974024.54,,,
577,BIRD FII - FII,18289950000143,BRDF11,2023-03-31,1.0,69731838.16,,,
578,FII CAIXA DESENVOLVIMENTO IMOBILIARIO,13020465000156,CXDS11,2021-11-30,1.0,7535414.66,,,
579,BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO,26545627000111,,2023-03-01,1.0,84596567.71,,,
580,STATERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,27293656000104,,2018-03-01,4.0,8213295.9,,,
581,WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,26269251000160,WTBR11,2023-03-01,2.0,24364266.18,,,
582,CASPER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,20118470000161,,2023-03-01,2.0,367704322.24,,,
583,FUNDO DE INVESTIMENTO IMOBILIÁRIO MILLENIUM,27602955000175,,2023-03-01,5.0,11349019.44,,,
584,OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO,27293689000146,,2022-12-01,12.0,9068599.0,,,
585,FUNDO DE INVESTIMENTO IMOBILIARIO FRATRES II,27782823000172,RTRS11,2017-11-30,1.0,36366412.31,,,
586,VALORA RE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,28090655000117,VLOR11,2021-11-01,101.0,117238.25,,,
587,EQUIINFINITY FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,26452064000117,,2018-02-01,0.0,1.0,,,
588,BRAZIL PROPERTIES INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO,22081808000183,00MM11,2023-03-31,1.0,58899576.07,,,
589,GGR ESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,24069712000125,,2017-10-31,5.0,8840737.05,,,
590,FII CATUAI,26502761000135,003K11,2021-09-30,1.0,7402520.89,,,
591,XPCE RE FII 2 - FUNDO DE INVESTIMENTO IM,26502810000130,01MF11,2023-03-31,2.0,24025889.66,,,
592,PRIME OFFICES I FII,18312285000161,,2023-03-31,4.0,475492229.44,,,
593,SABUGAL FUNDO DE INVESTIMENTO IMOBILIARIO,28267530000110,,2023-03-01,1.0,7609403.22,,,
594,FDL FUNDO DE INVESTIMENTO IMOBILIÁRIO -FII,22016625000184,,2020-10-01,1.0,57427507.74,,,
595,TMJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,27212823000137,,2019-05-01,3.0,4485236.4,,,
596,SICOOB AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,28216384000101,SCOO11,2023-03-31,1.0,33407943.42,,,
597,FUNDO DE INVESTIMENTO IMOBILIARIO SHARE STUDENT LIVING,27538460000124,,2019-05-01,1.0,22207542.31,,,
598,AB CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,19959754000100,,2023-03-01,1.0,35697592.58,,,
599,NF CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,17786606000105,,2023-03-01,1.0,52783107.47,,,
600,AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,19213231000101,,2023-03-01,1.0,58539596.15,,,
601,CIX OPORTUNIDADE FUNDO DE INVESTIMENTO IMOBILIARIO,27538335000114,,2018-08-01,19.0,3609627.96,,,
602,SAFIRA AZUL FII,26812865000146,SAAZ11,2018-02-28,1.0,1412.03,,,
603,NF CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,24774904000132,,2023-03-01,1.0,33963348.71,,,
604,ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,10410463000185,,2021-11-30,1.0,58857915.95,,,
605,FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI,16802360000147,,2023-03-31,10.0,11345364.85,,,
606,FGRP FUNDO DE INVESTIMENTO IMOBILIÁRIO,20990694000169,,2023-03-31,7.0,175773236.73,,,
607,FII GV BLUE CHIP,30578275000178,FIGV11,2023-03-31,1.0,16813314.45,,,
